Impresora,Firmware,Perfil0.12_Lenta,Perfil0.12_Media,Perfil0.12_Rapida,Perfil0.2_Lenta,Perfil0.2_Media,Perfil0.2_Rapida,Perfil0.32_Lenta,Perfil0.32_Media,Perfil0.32_Rapida,Desplazamiento,CapaInicial,Aceleracion_mm_s2,Retraccion_mm
Anycubic Kobra 3,,180,250,270,180,250,270,180,250,270,350,30,5000,1.5
